GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7737001070017 100032               SCOTT GOURMET R COC 8X3X50UN                                           GOURMET                        KIMBERLY                       7798038155689      8 N     20041223T1704  D      
7737001070017 190026               SEDAL CR TRAT SOS CRECIM FORTIF 6X450GR                                SEDAL                          PERSONAL CARE                  7898422754853      6 N     20080901T1213  A      
7737001070017 190142               DOVE DEO ROL PEPINO Y TE VERDE 12X50ML                                 DOVE                           PERSONAL CARE                       78924512     12 N     20080731T1650  A      
7737001070017 190166               AXE DEO ROLLON VICE 12X50ML                                            AXE                            PERSONAL CARE                       78924475     12 N     20080625T1309  A      
7737001070017 190167               DOVE DEO ROL GRAPEF CAPIN LIMON 12X50ML                                DOVE                           PERSONAL CARE                       78924451     12 N     20080731T1650  A      
7737001070017 190168               REXONA DEO ROLLON NEUTRAL 12X50ML                                      REXONA.                        PERSONAL CARE                       78923362     12 N     20080625T1309  A      
7737001070017 190169               REXONA DEO ROLLON NUTRITIVE 12X50ML                                    REXONA.                        PERSONAL CARE                       78923355     12 N     20080625T1309  A      
7737001070017 190170               REXONA DEO ROLLON CALMING 12X50ML                                      REXONA.                        PERSONAL CARE                       78923348     12 N     20080625T1309  A      
7737001070017 190476               SUN POLVO MAQ LV VAJ 12X1KG                                            SUN PROGRESS                   HOME CARE                      7891038196802     12 N     20080902T1342  A      
7737001070017 190510               AXE DEO ROLLON DARK TEMPTATION 12X50ML                                 AXE                            PERSONAL CARE                       78924574     12 N     20080625T1309  A      
7737001070017 190511               AXE DEO ROLLON FOCUS 12X50ML                                           AXE                            PERSONAL CARE                       78923447     12 N     20080701T1202  D      
7737001070017 190536               PONDS CR AM REST DIA FPS15 CLA 6X50ML                                  PONDS                          PERSONAL CARE                  8901030237379      6 N     20081001T1044  A      
7737001070017 190537               PONDS CR AM REST NOCHE CLA 6X50ML                                      PONDS                          PERSONAL CARE                  8901030237386      6 N     20081001T1044  A      
7737001070017 190538               PONDS CR AM DUAL EYE THERAPY UV 6X20ML                                 PONDS                          PERSONAL CARE                  8851932189835      6 N     20081001T1044  A      
7737001070017 190541               PONDS CR AM KIT DERM REST AVANZ 6X150ML                                PONDS                          PERSONAL CARE                  8851932189842      6 N     20081001T1044  A      
7737001070017 190542               PONDS CR AM CONCEALER 6X2ML                                            PONDS                          PERSONAL CARE                  8851932191166      6 N     20081001T1044  A      
7737001070017 190547               PONDS CR AM SERUM CONC REST 6X40ML                                     PONDS                          PERSONAL CARE                  8901030237362      6 N     20081001T1044  A      
7737001070017 190552               PONDS CR AM DOSIFIC DIA CLA 6X50ML                                     PONDS                          PERSONAL CARE                  8851932190008      6 N     20081001T1044  A      
7737001070017 191087               SEDAL SH SOS CRECIMIENTO FORT 12X350ML                                 SEDAL                          PERSONAL CARE                  7791293623009     12 N     20080901T1213  A      
7737001070017 191097               SEDAL AC SOS CRECIMIENTO FORT 12X350ML                                 SEDAL                          PERSONAL CARE                  7791293623016     12 N     20080902T1514  A      
7737001070017 191113               SEDAL AC SOS CRECIMIENTO FORT 12X200ML                                 SEDAL                          PERSONAL CARE                  7791293623078     12 N     20080901T1213  A      
7737001070017 191120               SEDAL SH SOS CRECIMIENTO FORT 12X200ML                                 SEDAL                          PERSONAL CARE                  7791293623061     12 N     20080901T1213  A      
7737001070017 191285               REXONA DEO ROLLON SPORTFAN 12X50ML                                     REXONA.                        PERSONAL CARE                       78924895     12 N     20080625T1309  S      
7737001070017 191296               CIF CREMOSO LIMON 12X750GR                                             CIF                            HOME CARE                      7791290785137     12 N     20080701T1202  A      
7737001070017 191297               CIF CREMOSO BLANCO 12X750GR                                            CIF                            HOME CARE                      7791290785144     12 N     20080701T1202  A      
7737001070017 191617               CIF LIMP UNIV CREM C/CLORO ACT 12X750GR                                CIF                            HOME CARE                      7791290785120     12 N     20080701T1202  A      
7737001070017 191639               POISE PROT ADULTO LARGO 40X14UN                                        POISE                          KIMBERLY                       7793620924360     40 N     20080731T1650  A      
7737001070017 191642               POISE TOALLA ADULTO NORMAL 26X8UN                                      POISE                          KIMBERLY                       7793620924124     26 N     20080731T1650  A      
7737001070017 191643               POISE TOALLA ADULTO NORMAL C/ALAS 26X8UN                               POISE                          KIMBERLY                       7793620924117     26 N     20080731T1650  A      
7737001070017 191758               REXONA DEO ROLLON DANCE 12X50ML                                        REXONA.                        PERSONAL CARE                       78925373     12 N     20081201T1505  S      
7737001070017 191931               SCOTT ROLLO DE COCINA MULTIUSO 80P 8X3UN                               SCOTT                          KIMBERLY                       7798038157850      8 N     20080530T1141  A      
7737001070017 192030               POISE TOALLA ADULTO NOCTURNA 24X8UN                                    POISE                          KIMBERLY                       7793620924100     24 N     20080731T1650  A      
7737001070017 192087               SUAVE SH CHOCOLATE 8X930ML                                             SUAVE                          PERSONAL CARE                  7791293785172      8 N     20080901T1213  A      
7737001070017 192090               SUAVE AC CHOCOLATE 8X930ML                                             SUAVE                          PERSONAL CARE                  7791293785189      8 N     20080901T1213  A      
7737001070017 192159               AXE DEO BODYSPRAY INSTINCT 12X113GR                                    AXE                            PERSONAL CARE                  7791293525310     12 N     20081231T1153  A      
7737001070017 192161               AXE DEO AER AP INSTINCT 12X90GR                                        AXE                            PERSONAL CARE                  7791293525303     12 N     20081231T1153  A      
7737001070017 192632               PLENITUD TOAL ADUL ROPA INTERIOR 10X8UN                                PLENITUD                       KIMBERLY                       7702425532687     10 N     20080530T1141  A      
7737001070017 192808               HUGGIES PANALES RNAC BENET MAXI 10X20UN                                HUGGIES                        KIMBERLY                       7794626922701     10 N     20080617T0956  A      
7737001070017 193133               DOVE SHOWER CLASICO 12X250ML                                           DOVE                           PERSONAL CARE                  7898422751746     12 N     20081031T1440  S      
7737001070017 193135               DOVE SHOWER FLORES CEREZO ALMEND12X250ML                               DOVE                           PERSONAL CARE                  7898422751722     12 N     20081031T1440  S      
7737001070017 193186               DOVE SHOWER ROSAS Y CACAO 12X250ML                                     DOVE                           PERSONAL CARE                  7898422751753     12 N     20081031T1440  S      
7737001070017 193256               SEDAL AC VERANO BLOCK 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293525440     12 N     20081001T1044  D      
7737001070017 193257               SEDAL AC VERANO TOUCH 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293525457     12 N     20081001T1044  D      
7737001070017 193260               SEDAL SH VERANO BLOCK 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293525402     12 N     20081001T1044  D      
7737001070017 193262               SEDAL SH VERANO TOUCH 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293525419     12 N     20081001T1044  A      
7737001070017 193263               SEDAL AC VERANO BLOCK 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293525464     12 N     20081001T1044  A      
7737001070017 193265               SEDAL AC VERANO TOUCH 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293525471     12 N     20081001T1044  D      
7737001070017 193267               SEDAL SH VERANO BLOCK 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293525426     12 N     20081001T1044  A      
7737001070017 193271               SEDAL SH VERANO TOUCH 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293525433     12 N     20081001T1044  A      
7737001070017 193371               DOVE SHOWER JASMIN Y MIEL 12X250ML                                     DOVE                           PERSONAL CARE                  7898422751739     12 N     20081031T1440  S      
7737001070017 193381               HUGGIES NAT CARE JEAN JUMBO XXGDE 6X32UN                               HUGGIES                        KIMBERLY                       7794626925009      6 N     20080731T1650  D      
7737001070017 193384               HUGGIES NAT CARE JEAN JUMBO XGDE 6X32UN                                HUGGIES                        KIMBERLY                       7794626924996      6 N     20080731T1650  A      
7737001070017 193385               HUGGIES NAT CARE JEAN JUMBO GDE 5X40UN                                 HUGGIES                        KIMBERLY                       7794626924989      5 N     20080731T1650  A      
7737001070017 193388               HUGGIES NAT CARE JEAN JUMBO MED 3X48UN                                 HUGGIES                        KIMBERLY                       7794626924972      3 N     20080731T1650  D      
7737001070017 193390               HUGGIES NAT CARE JEAN MAXI XXGDE 12X16UN                               HUGGIES                        KIMBERLY                       7794626924965     12 N     20080731T1650  A      
7737001070017 193393               HUGGIES NAT CARE JEAN MAXI XGDE 12X16UN                                HUGGIES                        KIMBERLY                       7794626924958     12 N     20080731T1650  A      
7737001070017 193394               HUGGIES NAT CARE JEAN MAXI GDE 10X20UN                                 HUGGIES                        KIMBERLY                       7794626924941     10 N     20080731T1650  A      
7737001070017 193397               HUGGIES NAT CARE JEAN MAXI MED 10X24UN                                 HUGGIES                        KIMBERLY                       7794626924934     10 N     20080731T1650  A      
7737001070017 193707               AXE DEO STICK INSTINCT 12X54GR                                         AXE                            PERSONAL CARE                       75028725     12 N     20081231T1153  A      
7737001070017 193925               HUGGIES PANALES CLASSIC JUMBO MED 3X48UN                               HUGGIES                        KIMBERLY                       7794626924392      3 N     20080625T1208  D      
7737001070017 193947               CIF ANTIG REP 12X500ML                                                 CIF                            HOME CARE                      7791290785281     12 N     20080901T1213  D      
7737001070017 193960               CIF BANO GTL 12X500ML                                                  CIF                            HOME CARE                      7791290785366     12 N     20080901T1213  A      
7737001070017 193963               CIF ANTIG GTL 12X500ML                                                 CIF                            HOME CARE                      7791290785298     12 N     20080901T1213  A      
7737001070017 193964               CIF VIDRIOS MULTIUSO GTL 12X500ML                                      CIF                            HOME CARE                      7791290785328     12 N     20080901T1213  A      
7737001070017 193965               CIF BANO REP 12X500ML                                                  CIF                            HOME CARE                      7791290785373     12 N     20080901T1213  A      
7737001070017 193999               VIVERE AC P/ROPA CLASICO DOYP 12X900ML                                 VIVERE                         HOME CARE                      7791290785243     12 N     20080901T1213  A      
7737001070017 194028               CIF VIDRIOS MULTIUSO REP 12X500ML                                      CIF                            HOME CARE                      7791290785335     12 N     20080901T1213  A      
7737001070017 194036               CIF ANTIG REP ECON DOYP 12X500ML                                       CIF                            HOME CARE                      7791290785311     12 N     20080901T1213  A      
7737001070017 194038               CIF VIDRIOS REP ECON DOYP 12X500ML                                     CIF                            HOME CARE                      7791290785359     12 N     20080901T1213  A      
7737001070017 194041               CIF BANOS REP ECON DOYP 12X500ML                                       CIF                            HOME CARE                      7791290785397     12 N     20080901T1213  A      
7737001070017 194251               VIVERE AC P/ROPA CLASICO 4X4LT                                         VIVERE                         HOME CARE                      7791290785267      4 N     20080901T1213  A      
7737001070017 194410               REXONA DEO AER AP INVISIBLE 12X105GR                                   REXONA.                        PERSONAL CARE                  7791293568942     12 N     20081031T1440  A      
7737001070017 194411               REXONA TEENS DEO AER AP F4E 12X64GR                                    REXONA.                        PERSONAL CARE                  7791293568959     12 N     20081031T1440  A      
7737001070017 194532               REXONA DEO ROLLON INVISIBLE 12X50ML                                    REXONA.                        PERSONAL CARE                       78925472     12 N     20081031T1440  A      
7737001070017 194534               REXONA TEENS DEO ROLLON F4E 12X50ML                                    REXONA.                        PERSONAL CARE                       78925489     12 N     20081031T1440  A      
7737001070017 194833               DOVE AC FRIZZ THERAPY 12X250ML                                         DOVE                           PERSONAL CARE                  7898422754464     12 N     20081031T1440  A      
7737001070017 194907               DOVE AC FRIZZ THERAPY 12X400ML                                         DOVE                           PERSONAL CARE                  7898422754457     12 N     20081031T1440  A      
7737001070017 194908               DOVE SH FRIZZ THERAPY 12X400ML                                         DOVE                           PERSONAL CARE                  7898422754426     12 N     20081031T1440  A      
7737001070017 194909               DOVE CR PEINAR FRIZZ THERAPY 12X200ML                                  DOVE                           PERSONAL CARE                  7898422754440     12 N     20081031T1440  A      
7737001070017 195122               REXONA DEO AER B SPRAY TRIP MINT12X113GR                               REXONA.                        PERSONAL CARE                  7791293521473     12 N     20090130T1701  A      
7737001070017 195128               REXONA DEO AER B SPRAY ULTRA GUAR12X113G                               REXONA.                        PERSONAL CARE                  7791293521480     12 N     20090130T1701  A      
7737001070017 195151               REXONA DEO STICK TRIPLE MINT 12X45GR                                   REXONA.                        PERSONAL CARE                       75028930     12 N     20090130T1701  S      
7737001070017 195152               REXONA DEO AER B SPR ABSO GINSENG12X113G                               REXONA.                        PERSONAL CARE                  7791293521497     12 N     20090130T1701  A      
7737001070017 195153               REXONA DEO STICK ABSOLUTE GINSENG 12X45G                               REXONA.                        PERSONAL CARE                       75028947     12 N     20090130T1701  S      
7737001070017 195206               COMFORT SUAVIZ CLASSIC DOYP 12X900ML                                   COMFORT                        HOME CARE                      7791290785403     12 N     20080901T1213  A      
7737001070017 195261               COMFORT SUAVIZ CR ES ALMEND DOYP12X900ML                               COMFORT                        HOME CARE                      7791290785441     12 N     20080901T1213  A      
7737001070017 195267               COMFORT SUAVIZ CLASSIC 4X4LT                                           COMFORT                        HOME CARE                      7791290785427      4 N     20080901T1213  A      
7737001070017 195438               COMFORT SUAVIZ JOJOBA DOYP 12X900ML                                    COMFORT                        HOME CARE                      7791290785434     12 N     20080901T1213  A      
7737001070017 195577               DOVE SH FRIZZ THERAPY 12X250ML                                         DOVE                           PERSONAL CARE                  7898422754433     12 N     20081031T1440  A      
7737001070017 195724               AXE SHOWER GEL MARINE 12X250ML                                         AXE                            PERSONAL CARE                  7791293021386     12 N     20081031T1440  S      
7737001070017 195728               AXE SHOWER GEL DARK TEMPTATION 12X250ML                                AXE                            PERSONAL CARE                  7791293747217     12 N     20081031T1440  S      
7737001070017 195730               AXE SHOWER GEL INSTINCT 12X250ML                                       AXE                            PERSONAL CARE                  7501056336738     12 N     20081231T1153  S      
7737001070017 195748               AXE SHOWER GEL VICE 12X250ML                                           AXE                            PERSONAL CARE                  7791293021362     12 N     20081031T1440  S      
7737001070017 195749               AXE SHOWER GEL CLICK 12X250ML                                          AXE                            PERSONAL CARE                  7791293021355     12 N     20081031T1440  S      
7737001070017 196524               DOVE DEO AER AP HAIR MINIMISING 12X100GR                               DOVE                           PERSONAL CARE                  7791293004204     12 N     20090130T1701  A      
7737001070017 197446               LIGHTDAYS P D MFORMA S/PERF 48X20UN                                    DAYS                           KIMBERLY                       7793620923578     48 N     20080910T1612  A      
7737001070017 197449               LIGHTDAYS P D MFORMA S/PERF 12X120UN                                   DAYS                           KIMBERLY                       7793620923585     12 N     20080910T1612  A      
7737001070017 197460               LIGHTDAYS P D MFORMA C/PERF 48X20UN                                    DAYS                           KIMBERLY                       7793620923592     48 N     20080910T1612  A      
7737001070017 197461               LIGHTDAYS P D MFORMA C/ALAS 48X20UN                                    DAYS                           KIMBERLY                       7793620923608     48 N     20080910T1612  A      
7737001070017 197464               LIGHTDAYS P D CLASSIC 48X20UN                                          DAYS                           KIMBERLY                       7793620923615     48 N     20080910T1612  A      
7737001070017 197468               LIGHTDAYS P D SENSITIVE 48X20UN                                        DAYS                           KIMBERLY                       7793620923622     48 N     20080910T1612  A      
7737001070017 197470               LIGHTDAYS P D MFORMA S/PERF 12X80UN                                    DAYS                           KIMBERLY                       7793620923639     12 N     20080910T1612  A      
7737001070017 197472               LIGHTDAYS P D CLASSIC 15X80UN                                          DAYS                           KIMBERLY                       7793620923646     15 N     20080910T1612  A      
7737001070017 197475               LIGHTDAYS P D SENSITIVE 15X80UN                                        DAYS                           KIMBERLY                       7793620923653     15 N     20080910T1612  A      
7737001070017 197555               DOVE DEO ROLLON HAIR MINIMISING 12X50ML                                DOVE                           PERSONAL CARE                       78925502     12 N     20090130T1701  S      
7737001070017 197606               DAYS TOALLA FEM SUP UF ES C/ALAS 24X16UN                               DAYS                           KIMBERLY                       7793620924636     24 N     20080924T1735  A      
7737001070017 197607               DAYS TOALLA FEM SENS ES C/ALAS 24X16UN                                 DAYS                           KIMBERLY                       7793620924650     24 N     20080924T1735  A      
7737001070017 197658               DAYS TOALLA FEM ESENCIAL C/ALAS 24X16UN                                DAYS                           KIMBERLY                       7793620924643     24 N     20080924T1735  A      
7737001070017 198137               DAYS TAMPONES SUPER 24X10UN                                            DAYS                           KIMBERLY                       7793620924421     24 N     20090130T1701  A      
7737001070017 198138               DAYS TAMPONES MINI 24X10UN                                             DAYS                           KIMBERLY                       7793620924407     24 N     20090130T1701  A      
7737001070017 198141               DAYS TAMPONES MED 24X10UN                                              DAYS                           KIMBERLY                       7793620924414     24 N     20090120T1439  A      
7737001070017 199685               SUAVE JAB MIX 35X3X90GR                                                SUAVE                          PERSONAL CARE                  7791293009902     35 N     20090130T1701  A      
7737001070017 199744               SUAVE JAB COCO Y LECHE 35X3X90GR                                       SUAVE                          PERSONAL CARE                  7791293009872     35 N     20090130T1701  A      
7737001070017 200545               NEVEX LV VAJ COLAG Y GLICERINA 15X750ML                                HURRA                          HOME CARE                      7730165325306     15 N     20090130T1701  A      
7737001070017 200805               SCOTT PAP HIG PLUS DOB HOJA NAV20M12X4UN                               SCOTT                          KIMBERLY                       7798038157515     12 N     20081118T1208  D      
7737001070017 200843               SCOTT PAP HIG PLUS DOB HOJA NAV20M 8X6UN                               SCOTT                          KIMBERLY                       7798038157522      8 N     20081118T1208  D      
7737001070017 201854               SKIP POLVO GLICERYN COMPLEX 80X100GR                                   SKIP                           HOME CARE                      7791290000131     80 N     20081231T1153  A      
7737001070017 202846               SCOTT PAP HIG PLUS D HOJA VER20MT 12X4UN                               SCOTT                          KIMBERLY                       7798038157515     12 N     20090108T1310  A      
7737001070017 202847               SCOTT PAP HIG PLUS D HOJA VERA20MT 8X6UN                               SCOTT                          KIMBERLY                       7798038157522      8 N     20090108T1310  A      
7737001070017 202848               SCOTT P HIG PLUS MEGA D HOJ V50MT 12X4UN                               SCOTT                          KIMBERLY                       7798038157492     12 N     20090108T1310  A      
7737001070017 25311                SEDAL AC.CERAMIDAS SCH.24DPL.X4X10ML                                   SEDAL                          PERSONAL CARE                  7791293417080     96 N     20031027T1551  D      
7737001070017 28800                CIF ANTIG.REP.ECONOMICO                                                CIF                            HOME CARE                      7791290009417     12 N     20031027T1603  D      
7737001070017 28801                CIF BANO REP.12X500ML                                                  CIF                            HOME CARE                      7791290009431     12 N     20031027T1603  D      
7737001070017 28803                CIF VIDRIOS Y MULTIUSO REP.ECON.12X500ML                               CIF                            HOME CARE                      7791290009424     12 N     20031027T1603  D      
7737001070017 31712                CIF BALLERINA MULTIUSO 24X1UN                                          BALLERINA                      HOME CARE                      7791290647176     24 N     20061115T1148  A      
7737001070017 50639                DRIVE MATIC ENERG DE PRIMAVERA 24X400GR                                DRIVE                          HOME CARE                      7791290647190     24 N     20031027T1603  D      
7737001070017 52393                REXONA DEO AER MEN COBALT 12X113GR                                     REXONA.                        PERSONAL CARE                  7791293000121     12 N     20031027T1551  D      
7737001070017 53129                REXONA DEO STICK FRESH COBALT 12X45GR                                  REXONA.                        PERSONAL CARE                       78005976     12 N     20031027T1551  D      
7737001070017 53130                REXONA DEO ROLLON SENSIVE NEUT 12X53GR                                 REXONA.                        PERSONAL CARE                       78916609     12 N     20031027T1551  D      
7737001070017 53131                REXONA DEO STICK AP SENSIVE NEUT 12X50GR                               REXONA.                        PERSONAL CARE                       78005990     12 N     20031027T1551  D      
7737001070017 53309                SUAVE SH.MIEL Y GERMEN DE TRIGO 8X930ML                                SUAVE                          PERSONAL CARE                  7791293999852      8 N     20031027T1551  D      
7737001070017 53310                SUAVE AC.MIEL Y GERMEN DE TRIGO 8X930ML                                SUAVE                          PERSONAL CARE                  7791293999869      8 N     20031027T1551  D      
7737001070017 53313                SUAVE SH.ALOE VERA 8X930ML                                             SUAVE                          PERSONAL CARE                  7791293999913      8 N     20031027T1551  S      
7737001070017 53705                REXONA DEO ROLLON AP SENSIVE CR 12X53GR                                REXONA.                        PERSONAL CARE                       78917033     12 N     20031027T1551  D      
7737001070017 55326                REXONA DEO STICK AP CR 12X50GR                                         REXONA.                        PERSONAL CARE                       78005983     12 N     20060308T1207  D      
7737001070017 5589                 CIF CREMOSO BLANCO 12X750GR                                            CIF                            HOME CARE                      7791290000858     12 N     20040322T1438  D      
7737001070017 5590                 CIF CREMOSO LIMON 12X750GR                                             CIF                            HOME CARE                      7791290000889     12 N     20031027T1603  D      
7737001070017 55909                SKIP COLOR POLVO 24X800GR                                              SKIP                           HOME CARE                      7791290000117     24 N     20031124T1542  D      
7737001070017 5593                 CIF ANTIGRASA REP.12X1LT                                               CIF                            HOME CARE                      7791290004269     12 N     20031027T1603  D      
7737001070017 5594                 CIF VIDRIO Y MULTIUSO REP.12X1LT                                       CIF                            HOME CARE                      7791290004276     12 N     20031027T1603  D      
7737001070017 5598                 CIF BANO GAT.12X500ML                                                  CIF                            HOME CARE                      7791290006263     12 N     20031027T1603  D      
7737001070017 5600                 CIF VIDRIO Y MULTIUSO GAT.12X500ML                                     CIF                            HOME CARE                      7791290003507     12 N     20031027T1603  D      
7737001070017 5611                 CIF BANO C/LVDINA GTL 12X500ML                                         CIF                            HOME CARE                      7791290005280     12 N     20060804T1841  A      
7737001070017 5612                 CIF BANO C/LVDINA REP 12X500ML                                         CIF                            HOME CARE                      7791290005297     12 N     20060804T1841  D      
7737001070017 5615                 CIF GEL C/LVDINA 12X500ML                                              CIF                            HOME CARE                      7791290005136     12 N     20060804T1841  A      
7737001070017 56150                DAYS TAMPONES MINI 24X16UN                                             DAYS                           KIMBERLY                       7793620922724     24 N     20041108T1448  D      
7737001070017 56151                DAYS TAMPONES MEDIO 24X16UN                                            DAYS                           KIMBERLY                       7793620922717     24 N     20041108T1448  D      
7737001070017 56152                DAYS TAMPONES SUPER 24X16UN                                            DAYS                           KIMBERLY                       7793620922700     24 N     20041108T1448  D      
7737001070017 56215                NEVEX MATIC POLVO SOL 6X3KG                                            NEVEX                          HOME CARE                      7791290000254      6 N     20031027T1603  D      
7737001070017 5624                 COMFORT CLASSIC 4X4000CC                                               COMFORT                        HOME CARE                      7791290007420      4 N     20031027T1603  D      
7737001070017 5631                 VIVERE SUAVIZ CELESTE 4X4000CC                                         VIVERE                         HOME CARE                      7791290007826      4 N     20051229T1357  D      
7737001070017 57311                SEDAL AC.VERANO INTENSE 4X24X10ML                                      SEDAL                          PERSONAL CARE                  7791293001128     96 N     20031027T1551  D      
7737001070017 57312                SEDAL SH VERANO INTENSE 4X24X15ML                                      SEDAL                          PERSONAL CARE                  7791293001111     96 N     20040930T1617  D      
7737001070017 5845                 IMPULSE DEO AER DYNAMIQUE 12X53GR/82ML                                 IMPULSE                        PERSONAL CARE                  7791293020303     12 N     20070202T1724  A      
7737001070017 5846                 IMPULSE DEO AER MUSK 12X53GR                                           IMPULSE                        PERSONAL CARE                  7791293020402     12 N     20070202T1724  A      
7737001070017 58508                DAYS TOALLA FEM U FINA C/ALAS E S 40X8UN                               DAYS                           KIMBERLY                       7793620500021     40 N     20041108T1448  D      
7737001070017 58511                DAYS TOALLA FEM ESENC UFINA C/ALA 40X8UN                               DAY´S ESENCIAL                 KIMBERLY                       7793620500076     40 N     20041108T1448  D      
7737001070017 5854                 DOVE DEO STICK AP 12X50GR                                              DOVE                           PERSONAL CARE                       78009226     12 N     20050218T1349  D      
7737001070017 5855                 REXONA DEO ODORONO POTE 12X60GR                                        REXONA.                        PERSONAL CARE                       77923424     12 N     20031027T1551  S      
7737001070017 5860                 REXONA EFFICIENT TALCO 6X200GR                                         EFFICIENT                      PERSONAL CARE                  7791293051130      6 N     20031027T1551  S      
7737001070017 58634                AXE DEO AER AP TOUCH SECO 12X90GR(152ML)                               AXE                            PERSONAL CARE                  7791293001234     12 N     20050406T1123  D      
7737001070017 5872                 PATRICHS DEO L'UOMO 12X105GR                                           PATRICHS                       PERSONAL CARE                  7791293074825     12 N     20031027T1551  D      
7737001070017 5873                 PATRICHS DEO AIR 12X105GR                                              PATRICHS                       PERSONAL CARE                  7791293074832     12 N     20031027T1551  D      
7737001070017 5874                 PATRICHS DEO TERRA 12X105GR                                            PATRICHS                       PERSONAL CARE                  7791293074849     12 N     20031027T1551  D      
7737001070017 61510                REXONA DEO STICK AP SENSITIVE 12X50GR                                  REXONA.                        PERSONAL CARE                       78006805     12 N     20040109T1803  D      
7737001070017 6163                 KLEENEX PANUELO FACIAL BOX 24X100UN                                    KLEENEX                        KIMBERLY                       7798038150165     24 N     20041108T1448  A      
7737001070017 6164                 KLEENEX PANUELO FACIAL BOX 48X75UN                                     KLEENEX                        KIMBERLY                       7798038150158     48 N     20041108T1448  A      
7737001070017 61664                AXE DEO STICK TOUCH 12X54GR                                            AXE                            PERSONAL CARE                       78006812     12 N     20050727T1158  D      
7737001070017 61710                CLOSE UP C D TRIPLE EUCALYPTUS 12X90GR                                 CLOSE UP                       PERSONAL CARE                  7891037011823     12 N     20040109T1803  D      
7737001070017 62941                KLEENEX PANUELO FACIAL CUBO 24X75UN                                    KLEENEX                        KIMBERLY                       7798038151308     24 N     20041108T1448  A      
7737001070017 63667                AXE DEO ROLL ON TOUCH 12X50ML (53GR)                                   AXE                            PERSONAL CARE                       78917316     12 N     20050406T1123  D      
7737001070017 63668                REXONA DEO ROLLON SENSITIVE 12X53GR                                    REXONA.                        PERSONAL CARE                       78917309     12 N     20040218T1014  D      
7737001070017 70348                DAYS TOALLA FEM U F C/A SS DP 20X16UN-PAGUE 12                         DAYS                           KIMBERLY                       7793620500090     20 N     20041108T1448  D      
7737001070017 70425                REXONA JAB MINERAL CLEAN 24X3X125GR                                    REXONA.                        PERSONAL CARE                  7791293000756     24 N     20040902T1337  D      
7737001070017 71943                SCOTT ROLLO DE COCINA 8X3X40M                                          SCOTT                          KIMBERLY                       7798038151490      8 N     20041108T1448  D      
7737001070017 73882                DOVE JAB BLANCO 48X135GR                                               DOVE                           PERSONAL CARE                    67238891190     48 N     20070514T1157  A      
7737001070017 7621                 SEDAL SH CERAMIDAS SCH 96X15ML                                         SEDAL                          PERSONAL CARE                  7791293016085     96 N     20031027T1551  D      
7737001070017 76773                DOVE MASCARA REESTRUCT THERAPY 6X250ML                                 DOVE                           PERSONAL CARE                  7891037013568      6 N     20040702T1633  D      
7737001070017 76785                DOVE CR PEINAR THERAPY 12X200ML                                        DOVE                           PERSONAL CARE                  7891037013629     12 N     20040702T1633  D      
7737001070017 8442                 DOVE DEO ROLLON 12X55GR (50ML)                                         DOVE                           PERSONAL CARE                       78914407     12 N     20031027T1551  D      
7737001070017 84668                NEVEX REG SOL 24X400GR                                                 NEVEX                          HOME CARE                      7791290677883     24 N     20040528T1703  D      
7737001070017 87424                REXONA DEO AP COOL GREEN 12X60GR                                       REXONA.                        PERSONAL CARE                  7791293002064     12 N     20040902T1337  D      
7737001070017 87435                NEVEX JAB 84X1X200GR                                                   NEVEX                          HOME CARE                      7791290677937     84 N     20040802T1202  D      
7737001070017 9006                 PLENITUD PANTS 8X10UN                                                  PLENITUD                       KIMBERLY                       7702425508361      8 N     20041108T1448  D      
7737001070017 91580                DAYS TOALLA FEM SENS U FINA C/ALA 40X8UN                               DAY´S SENSIT                   KIMBERLY                       7793620560032     40 N     20041108T1448  D      
7737001070017 92185                DRIVE REG ENERGIA DEL AMANECER 24X400GR                                DRIVE                          HOME CARE                      7791290780101     24 N     20040930T1617  D      
7737001070017 93151                REXONA ACTR DEO ROLLON A PET 12X53GR/50M                               REXONA.                        PERSONAL CARE                       78918092     12 N     20041108T1459  D      
7737001070017 93155                REXONA ACTR DEO ROL TROP ENERG12X53G/50M                               REXONA.                        PERSONAL CARE                       78918115     12 N     20041108T1459  D      
7737001070017 9564                 CIF ANTIGRASA GAT.12X500ML                                             CIF                            HOME CARE                      7791290002852     12 N     20031027T1603  D      
7737001070017 96235                NEVEX MATIC POLVO 5X3KG PRM 400GR                                      NEVEX                          HOME CARE                      7730165315222      5 S     20041108T1459  D      
7737001070017 96236                NEVEX MATIC SOL 5X3KG PRM 400GR                                        NEVEX                          HOME CARE                      7730165315246      5 S     20041108T1459  D      
7737001070017 96237                NEVEX MATIC FRESH 5X3KG PRM SOL400GR                                   NEVEX                          HOME CARE                      7730165315239      5 S     20041108T1459  D      
